acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported,Location
553312,,Slight,2,1,04/10/2012,Thursday,4,October,12,8,25,230,A,71,"Single carriageway - 2 lanes",30,Crossroads,"Automatic Traffic Signal",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",322690,672200,521970,Junction,T.V.N.P.,366015,unset,EH112QU,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction","At scene","55.93662,-3.23913"
554012,,Slight,2,2,05/10/2012,Friday,5,October,12,13,10,230,A,702,"Single carriageway - 2 lanes",30,Crossroads,"Automatic Traffic Signal",C,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",324810,673190,521406,Junction,T.V.N.P.,366016,unset,EH39AN,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction","At scene","55.94585,-3.20548"
554212,,Serious,1,1,05/10/2012,Friday,5,October,12,6,40,230,Unclassified,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Darkness: street lighting unknown","Fine (without high winds)",Dry,None,None,"No overtaking",323930,673710,0,Unset,S.V.N.P.,366017,unset,EH37SG,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.95038,-3.21971"
554512,,Slight,2,1,04/10/2012,Thursday,4,October,12,8,40,230,A,90,"Single carriageway - 2 lanes",40,"'T' or staggered junction","Give way sign or markings",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",319390,674960,519978,Junction,T.V.N.P.,366018,unset,EH46ER,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m",Elsewhere,"55.96086,-3.29277"
555212,,Slight,2,1,06/10/2012,Saturday,6,October,12,7,20,230,A,90,"Single carriageway - 2 lanes",40,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",318470,674980,555447,Segment,T.V.N.P.,366019,unset,EH46AT,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.96089,-3.30751"
557012,,Slight,2,1,07/10/2012,Sunday,7,October,12,11,24,230,A,901,Roundabout,30,Roundabout,"Give way sign or markings",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",323710,677130,518896,Junction,Cyclist,366020,unset,EH51HE,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.98106,-3.2242"
559412,,Slight,2,1,08/10/2012,Monday,8,October,12,17,10,230,Unclassified,,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Give way sign or markings",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",326890,672650,4224887,Junction,Cyclist,366021,unset,EH165XN,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m",Elsewhere,"55.94132,-3.17204"
559912,,Slight,1,1,08/10/2012,Monday,8,October,12,21,47,230,B,701,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: no street lighting","Fine (without high winds)",Dry,None,None,"No overtaking",328700,668450,2105930,Segment,Pedestrian,366022,unset,EH178NX,"Control by other authorised person","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","At scene","55.90386,-3.14196"
560112,,Slight,3,1,08/10/2012,Monday,8,October,12,22,41,230,C,,"Single carriageway - 2 lanes",30,"Slip road","Automatic Traffic Signal",A,701,"Daylight: no street lighting","Fine (without high winds)",Dry,None,None,"No overtaking",327150,670230,530089,Junction,M.V.N.P.,366023,unset,EH166AQ,"Control by other authorised person","Pedestrian phase at traffic signal junction","At scene","55.91962,-3.16723"
560312,,Slight,1,1,11/09/2012,Tuesday,11,September,12,19,3,230,Unclassified,,"Single carriageway - 2 lanes",20,"'T' or staggered junction","Automatic Traffic Signal",Unclassified,,"Daylight: no street lighting","Fine (without high winds)",Dry,None,None,"No overtaking",319940,671840,0,Unset,S.V.N.P.,357645,unset,EH129AL,"Control by other authorised person","Pedestrian phase at traffic signal junction","At scene","55.93294,-3.28303"
561912,,Slight,2,2,09/10/2012,Tuesday,9,October,12,14,7,230,Unclassified,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: no street lighting","Fine (without high winds)",Dry,None,None,"No overtaking",319640,671870,522126,Junction,T.V.N.P.,366024,unset,EH129AD,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.93316,-3.28784"
562012,,Slight,1,1,28/09/2012,Friday,28,September,12,9,40,230,Unclassified,,"Single carriageway - 2 lanes",30,"Other junction","Give way sign or markings",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",326750,675490,519888,Junction,Bus,357646,unset,EH65EQ,"Control by other authorised person","No physical crossing facility within 50m","At scene","55.96681,-3.17505"
562312,,Slight,1,1,09/10/2012,Tuesday,9,October,12,13,5,230,Unclassified,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: no street lighting","Fine (without high winds)",Dry,None,None,"No overtaking",322530,670250,554747,Segment,Pedestrian,366025,unset,EH141DL,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.91908,-3.24114"
562812,,Slight,2,1,09/10/2012,Tuesday,9,October,12,7,50,230,C,,"Single carriageway - 2 lanes",30,"Other junction","Automatic Traffic Signal",C,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",327580,669550,530152,Junction,Cyclist,366026,unset,EH166JA,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m",Elsewhere,"55.91357,-3.16016"
563112,,Slight,2,2,09/10/2012,Tuesday,9,October,12,17,15,230,Unclassified,,"Single carriageway - 2 lanes",60,"'T' or staggered junction","Give way sign or markings",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",317110,668860,12230237,Junction,T.V.N.P.,366027,unset,EH144AB,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.90569,-3.32741"
563312,,Slight,2,1,06/10/2012,Saturday,6,October,12,21,26,230,A,1,"Single carriageway - 2 lanes",30,Crossroads,"Automatic Traffic Signal",C,,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",326900,674320,520689,Junction,T.V.N.P.,366028,unset,EH75AN,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","At scene","55.95633,-3.17233"
563512,,Slight,1,1,09/10/2012,Tuesday,9,October,12,19,0,230,Unclassified,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",324550,671530,549384,Segment,S.V.N.P.,366029,unset,EH104AZ,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.9309,-3.20918"
563812,,Slight,1,1,09/10/2012,Tuesday,9,October,12,20,5,230,Unclassified,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Darkness: street lights present but unlit","Fine (without high winds)",Dry,None,None,"No overtaking",323880,675890,2580740,Segment,Pedestrian,366030,unset,EH52DW,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Central refuge - no other controls","At scene","55.96995,-3.22113"
565012,,Slight,2,1,09/10/2012,Tuesday,9,October,12,9,5,230,A,901,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",326360,676790,558749,Segment,Cyclist,366031,unset,EH66PD,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction",Elsewhere,"55.97842,-3.18166"
565312,,Slight,2,2,09/10/2012,Tuesday,9,October,12,22,25,230,Unclassified,,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Give way sign or markings",Unclassified,,"Darkness: street lights present but unlit","Fine (without high winds)",Dry,None,None,"No overtaking",325700,673320,521541,Junction,T.V.N.P.,366032,unset,EH11HU,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Zebra crossing","At scene","55.94716,-3.19127"
565712,,Slight,2,1,10/10/2012,Wednesday,10,October,12,21,0,230,A,71,"Single carriageway - 2 lanes",30,Crossroads,"Automatic Traffic Signal",Unclassified,,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",322290,671860,522219,Junction,Cyclist,366033,unset,EH112RT,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction","At scene","55.9335,-3.24544"
566612,,Serious,1,1,11/10/2012,Thursday,11,October,12,13,30,230,A,901,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",326890,675970,558734,Segment,Pedestrian,366034,unset,EH65HX,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.97115,-3.17294"
567412,,Slight,2,2,11/10/2012,Thursday,11,October,12,19,45,230,Unclassified,,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Give way sign or markings",Unclassified,,"Darkness: street lights present and lit","Raining (without high winds)",Dry,None,None,"No overtaking",324960,673370,521418,Junction,T.V.N.P.,366035,unset,EH12EL,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.94749,-3.20313"
567712,,Slight,5,1,12/10/2012,Friday,12,October,12,4,45,230,Unclassified,,"Single carriageway - 2 lanes",30,Crossroads,"Give way sign or markings",Unclassified,,"Darkness: street lights present and lit","Raining (without high winds)",Dry,None,None,"No overtaking",324220,673710,10258599,Junction,M.V.N.P.,366036,unset,EH37HR,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.95043,-3.21507"
567912,,Slight,2,1,12/10/2012,Friday,12,October,12,8,7,230,C,,"Single carriageway - 2 lanes",30,Crossroads,"Give way sign or markings",Unclassified,,"Darkness: no street lighting","Raining (without high winds)",Dry,None,None,"No overtaking",322960,669220,532942,Junction,Cyclist,366037,unset,EH139AW,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","At scene","55.90989,-3.23396"
568612,,Slight,1,1,12/10/2012,Friday,12,October,12,8,15,230,C,,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Give way sign or markings",Unclassified,,"Daylight: no street lighting","Raining (without high winds)",Dry,None,None,"No overtaking",325590,676790,10310015,Junction,Pedestrian,366038,unset,EH64SE,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m",Elsewhere,"55.9783,-3.19399"
569112,,Serious,1,1,13/10/2012,Saturday,13,October,12,1,20,230,C,,"Single carriageway - 2 lanes",40,"Not at or within 20 metres of junction",unset,"\",,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",328540,668050,562981,Segment,Pedestrian,366039,unset,EH178SE,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.90024,-3.14441"
569312,,Slight,2,1,02/10/2012,Tuesday,2,October,12,13,5,230,C,,"Single carriageway - 2 lanes",30,Roundabout,"Give way sign or markings",A,900,"Daylight: street lights present","Raining (without high winds)",Dry,None,None,"No overtaking",326160,674520,520248,Junction,T.V.N.P.,366040,unset,EH74AA,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction","At scene","55.95801,-3.18424"
570412,,Serious,1,1,12/10/2012,Friday,12,October,12,20,40,230,Unclassified,,"Single carriageway - 2 lanes",30,"Other junction","Give way sign or markings",Unclassified,,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",324530,671220,530419,Junction,Pedestrian,366041,unset,EH104QT,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction","At scene","55.92811,-3.20941"
570912,,Slight,2,2,13/10/2012,Saturday,13,October,12,17,17,230,Unclassified,,"Single carriageway - 2 lanes",30,Mini-roundabout,"Give way sign or markings",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",323310,676530,522858,Junction,T.V.N.P.,366042,unset,EH52HQ,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.97561,-3.23044"
571112,,Slight,2,2,14/10/2012,Sunday,14,October,12,1,10,230,C,,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Automatic Traffic Signal",A,900,"Darkness: street lights present and lit","Raining (without high winds)",Dry,None,None,"No overtaking",326550,675140,519867,Junction,T.V.N.P.,366043,unset,EH74PE,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction","At scene","55.96364,-3.17816"
572312,,Slight,2,1,14/10/2012,Sunday,14,October,12,8,30,230,B,900,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Give way sign or markings",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",323090,674490,520455,Junction,T.V.N.P.,366044,unset,EH42DW,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.95726,-3.23339"
572512,,Slight,1,1,11/10/2012,Thursday,11,October,12,19,30,230,B,900,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Give way sign or markings",Unclassified,,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",324290,674690,520113,Junction,Pedestrian,366045,unset,EH41JH,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction",Elsewhere,"55.95925,-3.21422"
573212,,Slight,2,1,14/10/2012,Sunday,14,October,12,22,25,230,A,701,"Single carriageway - 2 lanes",30,Crossroads,"Give way sign or markings",Unclassified,,"Daylight: no street lighting","Fine (without high winds)",Dry,None,None,"No overtaking",326890,671540,529471,Junction,Cyclist,366046,unset,EH92BL,"Control by other authorised person","Pedestrian phase at traffic signal junction","At scene","55.93135,-3.17174"
573312,,Slight,1,1,13/10/2012,Saturday,13,October,12,6,36,230,A,1,Roundabout,50,Roundabout,"Give way sign or markings",Unclassified,,"Daylight: no street lighting","Fine (without high winds)",Dry,None,None,"No overtaking",331230,672440,517723,Junction,S.V.N.P.,366047,unset,EH153SA,"Control by other authorised person","Pedestrian phase at traffic signal junction","At scene","55.94007,-3.10252"
573712,,Slight,3,1,14/10/2012,Sunday,14,October,12,13,30,230,Motorway,8,"Dual carriageway - 2 lanes",40,Roundabout,"Automatic Traffic Signal",Unclassified,,"Daylight: no street lighting","Raining (without high winds)",Dry,None,None,"No overtaking",318050,670930,6453338,Junction,M.V.N.P.,366048,unset,EH129BU,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.92444,-3.313"
573912,,Slight,1,1,15/10/2012,Monday,15,October,12,10,45,230,C,,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Give way sign or markings",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",320210,672160,521886,Junction,Pedestrian,366049,unset,EH127DY,"Control by other authorised person","Pedestrian phase at traffic signal junction",Elsewhere,"55.93586,-3.27881"
574212,,Slight,2,1,15/10/2012,Monday,15,October,12,10,15,230,Unclassified,,"Single carriageway - 2 lanes",30,Crossroads,"Give way sign or markings",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",319420,674700,0,Unset,T.V.N.P.,366050,unset,EH47RR,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.95854,-3.29221"
574912,,Slight,1,1,15/10/2012,Monday,15,October,12,18,0,230,B,900,"Single carriageway - 2 lanes",30,Roundabout,"Give way sign or markings",C,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",323530,674630,520101,Junction,Pedestrian,366051,unset,EH41AF,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.95859,-3.22638"
575012,,Slight,3,1,15/10/2012,Monday,15,October,12,8,20,230,Unclassified,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",325980,676060,10217377,Segment,M.V.N.P.,366052,unset,EH65TB,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","\3","55.97181,-3.18755"
575212,,Slight,1,1,16/10/2012,Tuesday,16,October,12,8,30,230,A,7,"Single carriageway - 2 lanes",30,"Other junction","Give way sign or markings",Unclassified,,"Daylight: street lights present","Raining (without high winds)",Dry,"Road works present",None,"No overtaking",326030,673310,521586,Junction,Pedestrian,366053,unset,EH89DH,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.94712,-3.18599"
576012,,Slight,2,1,16/10/2012,Tuesday,16,October,12,8,0,230,Unclassified,,"Single carriageway - 2 lanes",30,"Other junction","Automatic Traffic Signal",Unclassified,,"Daylight: street lights present","Raining (without high winds)",Dry,None,None,"No overtaking",327280,671710,530389,Junction,Cyclist,366054,unset,EH165DT,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.93294,-3.16555"
577212,,Slight,1,1,16/10/2012,Tuesday,16,October,12,17,20,230,Unclassified,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Raining (without high winds)",Dry,None,None,"No overtaking",320800,675890,567297,Segment,Bus,366055,unset,EH45LF,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.96945,-3.27047"
577612,,Serious,1,1,16/10/2012,Tuesday,16,October,12,16,35,230,A,8,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",322150,673150,521247,Junction,Pedestrian,366056,unset,EH126HS,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.94507,-3.24805"
578012,,Slight,2,1,23/08/2012,Thursday,23,August,12,23,30,230,Unclassified,,"Single carriageway - 2 lanes",30,"Multiple junction","Automatic Traffic Signal",A,702,"Darkness: street lights present and lit","Raining (without high winds)",Dry,None,None,"No overtaking",324890,672950,533374,Junction,Cyclist,357285,unset,EH39LY,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction","At scene","55.94371,-3.20413"
578312,,Slight,2,1,14/10/2012,Sunday,14,October,12,21,15,230,A,70,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Automatic Traffic Signal",Unclassified,,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",322020,670660,522774,Junction,T.V.N.P.,366057,unset,EH141TL,"Control by other authorised person","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","At scene","55.92268,-3.24941"
578512,,Slight,3,1,16/10/2012,Tuesday,16,October,12,17,30,230,A,720,"Dual carriageway - 2 lanes",70,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",331580,667930,2579269,Segment,M.V.N.P.,366058,unset,EH221RT,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.89961,-3.09577"
578812,,Serious,1,1,17/10/2012,Wednesday,17,October,12,12,20,230,A,8,"Dual carriageway - 2 lanes",30,"'T' or staggered junction","Automatic Traffic Signal",C,,"Daylight: street lights present","Raining (without high winds)",Dry,None,None,"No overtaking",325170,673810,521055,Junction,Bus,366059,unset,EH23AA,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction","At scene","55.95148,-3.19989"
579012,,Slight,2,1,17/10/2012,Wednesday,17,October,12,12,10,230,C,,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Give way sign or markings",Unclassified,,"Daylight: street lights present","Raining (without high winds)",Dry,None,None,"No overtaking",320840,670990,530461,Junction,T.V.N.P.,366060,unset,EH142AJ,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.92545,-3.26838"
579112,,Slight,2,2,17/10/2012,Wednesday,17,October,12,13,35,230,C,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Raining (without high winds)",Dry,"Automatic Traffic Signal partially defective",None,"No overtaking",324900,674080,566753,Segment,T.V.N.P.,366061,unset,EH24NA,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","At scene","55.95386,-3.20429"
579212,,Slight,1,1,17/10/2012,Wednesday,17,October,12,10,0,230,A,900,"Dual carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Raining (without high winds)",Dry,None,None,"No overtaking",326070,674420,558509,Segment,Pedestrian,366062,unset,EH13NQ,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction","At scene","55.9571,-3.18565"
580012,,Slight,2,1,17/10/2012,Wednesday,17,October,12,14,30,230,A,8,"Single carriageway - 2 lanes",30,"Other junction","Automatic Traffic Signal",Unclassified,,"Daylight: street lights present","Raining (without high winds)",Dry,None,None,"No overtaking",324190,673320,521319,Junction,Cyclist,366063,unset,EH125DS,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.94692,-3.21544"
580912,,Slight,2,1,17/10/2012,Wednesday,17,October,12,20,30,230,A,1,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Darkness: street lights present and lit","Raining (without high winds)",Dry,None,None,"No overtaking",327760,674250,2306922,Segment,T.V.N.P.,366064,unset,EH76AA,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m",Elsewhere,"55.95583,-3.15854"
581912,,Slight,2,1,18/10/2012,Thursday,18,October,12,13,58,230,Unclassified,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",326040,673410,0,Unset,Cyclist,366065,unset,EH11LT,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction","At scene","55.94802,-3.18586"
584412,,Slight,2,1,19/10/2012,Friday,19,October,12,7,20,230,C,,"Single carriageway - 2 lanes",30,Crossroads,"Give way sign or markings",Unclassified,,"Darkness: street lighting unknown","Raining (without high winds)",Dry,None,None,"No overtaking",325460,672340,522051,Junction,Cyclist,366066,unset,EH91HY,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m",Elsewhere,"55.93832,-3.19484"
585012,,Slight,1,1,16/10/2012,Tuesday,16,October,12,12,48,230,Unclassified,,"One way Street",30,Roundabout,"Give way sign or markings",Unclassified,,"Daylight: street lights present","Raining (without high winds)",Dry,None,None,"No overtaking",319740,671460,9659163,Junction,Pedestrian,366067,unset,EH113UP,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction","At scene","55.92949,-3.28612"
585212,,Slight,1,1,19/10/2012,Friday,19,October,12,16,44,230,Unclassified,,"Single carriageway - 2 lanes",30,Crossroads,"Give way sign or markings",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",325900,673300,0,Unset,S.V.N.P.,366068,unset,EH11HD,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m",Elsewhere,"55.94701,-3.18807"
586112,,Slight,2,1,19/10/2012,Friday,19,October,12,19,30,230,A,1,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Darkness: street lights present and lit","Raining (without high winds)",Dry,None,None,"No overtaking",327660,674290,520752,Junction,Cyclist,366069,unset,EH76AE,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m",Elsewhere,"55.95617,-3.16016"
586512,,Slight,1,1,20/10/2012,Saturday,20,October,12,15,20,230,Unclassified,,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Give way sign or markings",B,900,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",326390,675910,519466,Junction,Pedestrian,366070,unset,EH65JS,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m",Elsewhere,"55.97053,-3.18094"
586612,,Slight,3,1,20/10/2012,Saturday,20,October,12,14,44,230,Unclassified,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",325670,673420,567153,Segment,Cyclist,366071,unset,EH11EJ,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.94805,-3.19177"
586712,,Slight,1,1,20/10/2012,Saturday,20,October,12,7,45,230,A,902,Roundabout,40,Roundabout,"Give way sign or markings",Unclassified,,"Daylight: street lights present","Raining (without high winds)",Dry,None,None,"No overtaking",318090,673740,520776,Junction,S.V.N.P.,366072,unset,EH128UA,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.94969,-3.31322"
587012,,Slight,1,1,20/10/2012,Saturday,20,October,12,2,10,230,Unclassified,,"Dual carriageway - 2 lanes",30,"'T' or staggered junction","Automatic Traffic Signal",A,702,"Darkness: street lights present but unlit","Fine (without high winds)",Dry,None,None,"No overtaking",324900,672960,533374,Junction,Pedestrian,366073,unset,EH39LY,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction","At scene","55.9438,-3.20397"
587212,,Slight,2,1,20/10/2012,Saturday,20,October,12,23,30,230,Unclassified,,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Stop sign",Unclassified,,"Darkness: street lights present but unlit","Fine (without high winds)",Dry,None,None,"No overtaking",324540,671170,530416,Junction,Cyclist,366074,unset,EH104QT,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","At scene","55.92766,-3.20924"
587712,,Slight,1,1,21/10/2012,Sunday,21,October,12,21,25,230,C,,"Single carriageway - 2 lanes",30,Crossroads,"Authorised Person",Unclassified,,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",327000,674980,519864,Junction,Pedestrian,366075,unset,EH75QH,"Control by other authorised person","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","At scene","55.96227,-3.17091"
588912,,Slight,2,1,22/10/2012,Monday,22,October,12,10,0,230,A,1140,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: no street lighting","Fine (without high winds)",Dry,None,None,"No overtaking",328740,674170,554894,Segment,T.V.N.P.,366076,unset,EH87BS,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","At scene","55.95525,-3.14283"
